,Ticket number,Issue Date,Issue time,Meter Id,Marked Time,RP State Plate,Plate Expiry Date,VIN,Make,Body Style,Color,Location,Route,Agency,Violation code,Violation Description,Fine amount,Latitude,Longitude
5977678,4315939935,2017-08-30T00:00:00,812.0,,,CA,201801.0,,TOYT,PA,GY,2610 MONMOUTH AVE,00536,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6475328.882322,1834125.569462
3513083,4289294100,2016-08-02T00:00:00,636.0,,,CA,201605.0,,VOLV,PA,YE,809 BURLINGTON AVE S,00600,56.0,5204A-,DISPLAY OF TABS,25.0,6478499.7,1841874.3
2784416,4265828921,2015-09-08T00:00:00,942.0,LT311A,,CA,201607.0,,FORD,VN,WT,356 BOYD ST,00667,56.0,88.13B+,METER EXP.,63.0,6487943.6,1839540.2
3179731,4270578896,2015-11-12T00:00:00,1025.0,,,CA,201603.0,,NISS,PA,GY,12601 MATTESON AVE,00133,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6429705.4,1822769.5
7828784,1125394546,2018-07-11T00:00:00,1210.0,,,CA,201807.0,,HOND,PA,BL,4301 EFFIE,00441,54.0,8069BS,NO PARK/STREET CLEAN,73.0,6476304.351003,1857187.768513
674716,4280554924,2016-04-19T00:00:00,1009.0,,,CA,201609.0,,KIA,PA,SL,805 BURLINGTON AVE,00651,56.0,80.56E1,WHITE ZONE,58.0,6478511.8,1841896.4
1350323,4250741622,2015-01-14T00:00:00,1229.0,,,CA,201504.0,,HOND,PA,SL,165 CULVER BLVD,00162,51.0,5200,DISPLAY OF PLATES,25.0,6425641.1,1807688.3
1388807,4251263796,2015-01-21T00:00:00,922.0,,,CA,11.0,,NISS,PA,GY,4210 DENKER AVE S,00544,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6469368.5,1825019.1
1671097,4252522993,2015-03-09T00:00:00,1057.0,7,,CA,201601.0,,CHEV,PA,SL,6419 COMMODORE SLOAT DR,178R1,51.0,80.58L,PREFERENTIAL PARKING,68.0,6449879.5,1844733.2
1588372,1105455562,2015-02-17T00:00:00,2345.0,,,CA,201407.0,,DODG,SW,SI,FIGUEROA/WILSHIRE,1L70,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
8060818,4338505290,2018-08-29T00:00:00,1251.0,,,CA,201811.0,,TOYT,PA,BL,1834 ALEXANDRIA AVE N,00442,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6471345.376871,1860443.2714630002
3990892,4296676451,2016-10-21T00:00:00,1211.0,,,CA,201705.0,,MAZD,PA,BK,15330 COHASSET ST,00361,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6420320.45787,1897907.76617
4696768,4302103396,2017-02-14T00:00:00,1022.0,,,CA,10.0,,OTHR,OT,WT,840 SANTEE ST S,00658,56.0,80.56E2,YELLOW ZONE,58.0,6485214.120875,1837328.653069
3186946,4270495132,2015-11-13T00:00:00,1134.0,WW773,,CA,12.0,,TOYT,PA,WT,600 MARIPOSA AV S,00463,54.0,88.13B+,METER EXP.,63.0,6471048.7,1845652.9
4273509,4298468156,2016-11-21T00:00:00,833.0,,,AZ,,,FRHT,CM,WT,2139 8TH ST E,00600,56.0,80.69A+,STOP/STAND PROHIBIT,93.0,6490464.62255198,1833180.18899622
245081,4276836060,2016-02-08T00:00:00,1500.0,SS135,,CA,201609.0,,HYUN,PA,SL,1631 SAWTELLE BL,00401,51.0,88.13B+,METER EXP.,63.0,6425827.4,1839601.2
5313873,4308592993,2017-05-10T00:00:00,1241.0,,,CA,201710.0,,HOND,PA,GO,2500 ALTA ST,00641,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6499882.379241,1849939.280197
7210727,4329482080,2018-03-30T00:00:00,1507.0,MM95,,CA,201801.0,,HYUN,PA,GY,701 BURNSIDE AV,00108,51.0,88.13B+,METER EXP.,63.0,6455838.119003,1845229.918832
7799530,4334886776,2018-07-10T00:00:00,515.0,001,,CA,201901.0,,UNK,PA,WT,20556 SUPERIOR AVE,00317,53.0,80.54,OVERNIGHT PARKING,63.0,99999.0,99999.0
3640285,4292004990,2016-08-22T00:00:00,2211.0,40,,CA,201611.0,,MERZ,PA,GY,700 MANSFIELD AVE,00401,54.0,80.58L,PREFERENTIAL PARKING,68.0,6458501.8,1845177.5
7534492,4332567875,2018-05-22T00:00:00,115.0,,,CA,201811.0,,HYUN,PA,WT,1454 WEST 227TH STREET,00500,55.0,80.53,PARKED IN PARKWAY,63.0,6469722.664299,1757073.7659240004
4007726,4301897412,2017-02-06T00:00:00,130.0,,,CA,4.0,,ACUR,PA,BK,4100 WEST 2ND STREET,00403,54.0,80.56E4+,RED ZONE,93.0,6469930.3225449985,1848423.454164
7766497,4335968280,2018-07-02T00:00:00,1013.0,,,CA,201903.0,,FORD,PA,SL,1100 VICTORIA AVE,00133,51.0,80.56E4+,RED ZONE,93.0,6424121.865616,1821482.2098279998
121944,4274975412,2016-01-20T00:00:00,147.0,,,CA,201605.0,,LEXS,PA,GO,3981 MEIER ST,00111,51.0,80.69B,NO PARKING,73.0,6429226.8,1821482.7
7053821,4326936736,2018-02-28T00:00:00,916.0,,,CA,,,JEEP,PA,BK,710 NOLDEN ST,00675,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6502434.756534,1865108.506669
961525,4283930652,2016-06-03T00:00:00,1231.0,,,CA,201705.0,,HOND,PA,WT,900 8TH ST W,00600,56.0,5200,DISPLAY OF PLATES,25.0,6482547.8,1839936.4
2394546,4262042890,2015-07-07T00:00:00,724.0,,,CA,201509.0,,HOND,PA,WT,823 NEPTUNE AVE N,00500,55.0,80.69B,NO PARKING,73.0,99999.0,99999.0
7596037,4334046183,2018-06-01T00:00:00,1032.0,,,CA,201808.0,,BMW,PA,WT,2135 MANNING AVE,00158,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6432265.985765,1840113.3636110001
6575696,4322281563,2017-12-20T00:00:00,1424.0,,,CA,201807.0,,LEXS,PA,WT,622 MARIPOSA AVE N,00486,54.0,22500E,BLOCKING DRIVEWAY,68.0,6471048.580201,1845346.611055
7434234,4330616846,2018-05-03T00:00:00,2316.0,,,PA,201710.0,,CHEV,PA,BK,8300 OWENSMOUTH AVENUE,00300,53.0,80.56E4+,RED ZONE,93.0,6379795.7414190015,1902889.216918
4029718,4315099386,2017-09-08T00:00:00,127.0,,,CA,201708.0,,FORD,PA,BK,401 NORMANDIE PL N,401B,54.0,80.56E4+,RED ZONE,93.0,6470458.267637,1850776.7987
8276344,4339371035,2018-10-13T00:00:00,900.0,,,CA,201904.0,,BMW,PA,GY,15310 ROSCOE BLVD,330R1,53.0,80.69B,NO PARKING,73.0,6420732.048898,1903290.0803709999
7758041,4335884114,2018-06-29T00:00:00,839.0,,,CA,201809.0,,TOYT,PA,BK,631 KELTON AVE,00158,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6424437.704332,1846603.193705
4296845,4297357853,2016-12-08T00:00:00,2024.0,41,,CA,201707.0,,HOND,PA,SL,162 ALTA VISTA AVE N,00401,54.0,80.58L,PREFERENTIAL PARKING,68.0,99999.0,99999.0
282366,4272219512,2016-02-15T00:00:00,1842.0,,,CA,201607.0,,STRN,PA,GY,1405 WASHINGTON BLVD,00901,55.0,80.61,STANDNG IN ALLEY,68.0,6474490.1,1837072.7
5212965,1109352985,2017-05-01T00:00:00,30.0,,,CA,201710.0,,NISS,PA,WH,FLOWER S/O 77TH ST,12A67,1.0,013,22500H,68.0,99999.0,99999.0
3167188,4271555094,2015-11-09T00:00:00,1953.0,SL9308,,CA,,,MNNI,PA,BL,3724 SUNSET BLVD,00403,54.0,88.13B+,METER EXP.,63.0,6477499.3,1855472.5
1065037,4284421746,2016-06-21T00:00:00,1245.0,,,CA,3.0,,TOYT,PA,WT,6305 YUCCA ST,00494,54.0,5204A-,DISPLAY OF TABS,25.0,6462720.3,1860305.5
3650473,4290186386,2016-08-24T00:00:00,1336.0,LT329,,CA,,,VOLK,PA,GY,430 BOYD ST,00667,56.0,88.03A,OUTSIDE LINES/METER,58.0,6488224.2,1839369.8
4247885,4297858832,2016-11-22T00:00:00,1618.0,,,CA,201612.0,,NISS,PA,WT,1204 OLYMPIC BLVD E,00600,56.0,80.69AP+,NO STOP/STANDING,93.0,6487173.247738,1834658.789644
6199239,4317539122,2017-10-13T00:00:00,1406.0,SC779,,CA,201804.0,,LEXS,PA,SL,12900 VENTURA BL,00300,53.0,88.13B+,METER EXP.,63.0,6436482.280882,1875451.007253
7230587,4327449932,2018-04-02T00:00:00,111.0,,,CA,201810.0,,DODG,PU,WT,14009 HERRON ST,317,53.0,80.56E4+,RED ZONE,93.0,6429285.816422001,1933536.0593360001
4027126,4313773321,2017-07-31T00:00:00,129.0,,,CA,201707.0,,TOYT,PA,WT,10567 MULHOLLAND DRIVE,00316,53.0,80.69AP+,NO STOP/STANDING,93.0,6441918.254039,1866101.012183
3609856,4291202473,2016-08-17T00:00:00,1005.0,18,,WA,201608.0,,AUDI,PA,GY,1151 AMHERST AVE,00166,51.0,80.58L,PREFERENTIAL PARKING,68.0,6419406.8,1838916.9
7821333,4335001753,2018-07-13T00:00:00,819.0,,,CA,12.0,,BMW,PA,BK,17808 SHERMAN WAY,00375,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6403971.399618,1895944.04543
7295702,4329823886,2018-04-09T00:00:00,1138.0,,1025.0,CA,201902.0,,JAGU,PA,GO,1200 MALCOLM AVE,00183,51.0,80.69C,PARKED OVER TIME LIMIT,58.0,6428480.584876,1844464.988146
3527695,4290322341,2016-08-04T00:00:00,1642.0,,,CA,201706.0,,JEEP,PA,WT,2000 COLORADO BL,00600,56.0,22502A,18 IN. CURB/2 WAY,63.0,6497940.4,1873140.7
1990122,4257961805,2015-04-30T00:00:00,2050.0,,,CA,201507.0,,BMW,PA,UN,1100 HOPE ST S,00600,56.0,80.56E1,WHITE ZONE,58.0,6481976.5,1837862.8
6648190,4323254865,2017-12-29T00:00:00,1034.0,,,TX,201603.0,,JEEP,PA,WT,1200 APRX ST ANDREWS PL N,00443,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
3231774,4271710240,2015-11-20T00:00:00,46.0,,,CA,201603.0,,HOND,PA,SL,1483 EVERGREEN AVE,00604,56.0,22514,FIRE HYDRANT,68.0,6496527.5,1829832.5
4000844,4297171874,2016-11-23T00:00:00,48.0,,,CA,201606.0,,MAZD,PA,BK,6541 HOLLYWOOD BOULEVARD,00401,54.0,80.69B,NO PARKING,73.0,6460990.181833,1859517.248697
355999,4276541183,2016-02-26T00:00:00,40.0,,,CA,201609.0,,ACUR,PA,GN,14258 SYLVAN ST,00309,53.0,80.69B,NO PARKING,73.0,6427548.8,1889878.0
8253253,4341782922,2018-10-05T00:00:00,815.0,,,CA,201901.0,,ACUR,PA,BK,11045 STRATHMORE DR,00142,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6425010.6208580015,1846081.274354
4501791,4299916876,2017-01-03T00:00:00,1012.0,,,CA,201711.0,,HOND,PA,GY,312 IRVING BLVD N,00451,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6465147.61728326,1850330.57672305
2848815,4267073941,2015-09-17T00:00:00,1315.0,,,CA,201603.0,,DODG,PA,GY,7289 MULHOLLAND DR,00400,54.0,22502A,18 IN. CURB/2 WAY,63.0,6455445.5,1866261.2
7062667,4327147230,2018-03-03T00:00:00,1130.0,,,CA,201803.0,,CHEV,PA,SL,1400 SYCAMORE AV S,00105,51.0,80.56E4+,RED ZONE,93.0,6456206.765013,1839995.810434
176216,4275288113,2016-01-28T00:00:00,1141.0,,,CA,201612.0,,FORD,TK,WT,3401 R/O MOTOR AVE,00107,51.0,80.61,STANDNG IN ALLEY,68.0,99999.0,99999.0
5544603,4311082090,2017-06-29T00:00:00,848.0,,,CA,201706.0,,FORD,PU,WT,8650 SHIRLEY AVENUE,00337,53.0,80.56E4+,RED ZONE,93.0,6393017.357001998,1905679.126893
162541,4276030511,2016-01-26T00:00:00,2212.0,,,CA,201611.0,,LEXS,PA,WT,6801 PACIFIC AVENUE,204A,51.0,80.69B,NO PARKING,73.0,6424931.0,1807722.9
6227302,4318088961,2017-10-02T00:00:00,1230.0,,,CA,201807.0,,HOND,PA,SL,1206 CURSON AVE,00109,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6452965.134426001,1841896.122532
7252808,4329088886,2018-04-04T00:00:00,908.0,,,CA,201901.0,,FORD,PA,GY,462 CUESTA WAY,00159,51.0,80.56E4+,RED ZONE,93.0,6428254.436445,1853893.963759
8009129,4338484323,2018-08-20T00:00:00,1121.0,,,CA,201809.0,,LEXS,PA,SL,3800 VALLEY BLVD E,00610,56.0,80.69A+,STOP/STAND PROHIBIT,93.0,6501503.7971330015,1846049.147143
7422644,4331606646,2018-05-01T00:00:00,1655.0,,,CA,201801.0,,GMC,PA,GY,14757 KESWICK STREET,00321,53.0,5204A-,DISPLAY OF TABS,25.0,6424381.31749,1899212.400877
5085992,4306171483,2017-04-15T00:00:00,1856.0,,,CA,201705.0,,NISS,VN,GY,6506 RESEDA BOULEVARD,00317,53.0,80.69AP+,NO STOP/STANDING,93.0,6399562.756576,1891394.297425
6054657,4316278256,2017-09-09T00:00:00,942.0,PR489,,CA,201706.0,,NISS,PA,GY,8500 PICO BL W,00107,51.0,88.13B+,METER EXP.,63.0,6447374.802052,1842083.840564
6036127,4315979371,2017-09-14T00:00:00,912.0,,,CA,,,MERZ,PA,BL,11666 GOSHEN AVE,00158,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6422051.335965,1841238.498999
1676778,4254662860,2015-03-09T00:00:00,1923.0,59,,CA,11.0,,KIA,PA,WT,5728 HILLVIEW PARK AVE,00310,53.0,80.58L,PREFERENTIAL PARKING,68.0,6433641.3,1886102.1
1856892,4255912916,2015-04-08T00:00:00,313.0,,,CA,201506.0,,TOYT,PA,BK,8634 LANGDON AVE,00317,53.0,22514,FIRE HYDRANT,68.0,6419639.6,1905365.5
6453171,4321055830,2017-11-28T00:00:00,1341.0,,,CA,201707.0,,FORD,PU,WT,926 ROBINSON ST,00444,54.0,80.73.2,EXCEED 72HRS-ST,68.0,6477697.446439,1853166.940649
1492337,4253090612,2015-02-05T00:00:00,1259.0,13,,CA,201507.0,,HYUN,PA,BL,152 KILKEA DR S,00421,54.0,80.58L,PREFERENTIAL PARKING,68.0,6450565.3,1849429.2
4112090,4294949654,2016-10-31T00:00:00,1209.0,,,CA,1.0,,BMW,PA,WT,616 SHATTO PL,00456,54.0,5204A-,DISPLAY OF TABS,25.0,6473740.59473,1844873.113606
8396272,1126134435,2018-11-01T00:00:00,910.0,WW484,,CA,201811.0,,TOYO,PA,BL,5558 W HOLLYWOOD BL,WIL,54.0,8813B,METER EXPIRED,63.0,6467534.7228620015,1859546.525036
563664,4280602804,2016-03-30T00:00:00,831.0,,,CA,201603.0,,TOYT,PA,GO,127 76TH PL W,00500,55.0,22500F,PARKED ON SIDEWALK,68.0,99999.0,99999.0
3108884,4270029131,2015-10-30T00:00:00,944.0,CB4309,,CA,201606.0,,TOYT,PA,GY,101 7TH ST W,00665,56.0,88.13B+,METER EXP.,63.0,6485519.2,1838460.4
5353400,4309102302,2017-05-23T00:00:00,1915.0,,,CA,10.0,,BMW,PA,BK,509 29TH ST W,00500,55.0,80.56E4+,RED ZONE,93.0,6474470.63324094,1719759.22949406
3177069,4267973603,2015-11-12T00:00:00,1712.0,,,CA,201602.0,,UNK,CM,WT,1001 WEST 7TH STREET,00641,56.0,22500I-,PARKED IN BUS ZONE,293.0,99999.0,99999.0
3314354,4270713845,2015-12-08T00:00:00,1526.0,28,,CA,201511.0,,TOYT,PA,BK,700 BLK SOUTH TREMAINE AVENUE,00476,54.0,80.58L,PREFERENTIAL PARKING,68.0,99999.0,99999.0
6495967,4322026435,2017-11-26T00:00:00,1318.0,V211,,CA,201806.0,,HOND,PA,WT,1500 PARK ROW,00306,51.0,88.13B+,METER EXP.,63.0,6418469.137482,1818535.351893
5789639,1109492090,2017-07-28T00:00:00,2220.0,,,CA,201707.0,,HYUN,PA,BK,LOMA N/O 6TH ST,2Z23,1.0,024,22514,68.0,99999.0,99999.0
8086641,4338861634,2018-09-04T00:00:00,1214.0,,,CA,201812.0,,VOLK,PA,WT,1652 SIERRA BONITA AVE,00149,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6452433.189453,1838866.4661319999
2534982,4263397865,2015-07-29T00:00:00,1005.0,,,CA,201508.0,,MERZ,PA,WT,4225 INGLEWOOD BLVD S,138R1,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6433921.1,1821660.1
4169183,4296764776,2016-11-05T00:00:00,1838.0,,,CA,201706.0,,BMW,PA,UN,1200 FACTORY PL,00600,56.0,80.69B,NO PARKING,73.0,6489452.649596,1836701.407778
6982835,4326661721,2018-02-23T00:00:00,809.0,,,CA,10.0,,TOYT,PA,BL,1535 BENTLEY AVE,00158,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6422812.113366,1851275.053459
8108118,4339107732,2018-09-10T00:00:00,131.0,,,CA,201810.0,,OLDS,PA,WT,1711 57TH ST W,00541,55.0,80.53,PARKED IN PARKWAY,63.0,6468624.959067,1819099.546207
36085,4273709355,2016-01-06T00:00:00,1452.0,CT604,,CA,201605.0,,FORD,PA,SL,702 FIGUEROA ST N,00671,56.0,88.13B+,METER EXP.,63.0,6482944.4,1840446.2
7015180,4327394702,2018-02-21T00:00:00,1010.0,,,CA,201802.0,,CHEV,PU,WT,7735 KRAFT AVE,00351,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6446734.74143,1899347.788991
5162680,4307161854,2017-04-19T00:00:00,1210.0,,,CA,201607.0,,CHRY,PA,BK,22152 SCHOOLCRAFT ST,00371,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6377433.242694,1894437.424644
1598290,4252758204,2015-02-25T00:00:00,2033.0,,,CA,201507.0,,TOYT,PA,BK,1614 CAHUENGA BLVD,00402,54.0,80.69B,NO PARKING,73.0,99999.0,99999.0
4647674,4302520073,2017-01-22T00:00:00,121.0,,,CA,201712.0,,MERZ,PA,BK,8505 SHERWOOD DR,00403,54.0,80.69B,NO PARKING,73.0,6447583.794792,1853474.172667
279672,4277278132,2016-02-12T00:00:00,1604.0,SVV391,,CA,201607.0,,VOLV,PA,GY,730 HELIOTROPE DR,00480,54.0,88.13B+,METER EXP.,63.0,6472357.6,1853179.4
1350717,4250809872,2015-01-14T00:00:00,1205.0,,,CA,3.0,,TOYT,PA,GN,1324 ALEXANDRIA AVE,00444,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
7949672,4337903135,2018-08-08T00:00:00,911.0,,800.0,CA,201902.0,,TOYT,PA,BL,1740 TEMPLE ST,00600,56.0,80.69C,PARKED OVER TIME LIMIT,58.0,6481789.809172,1847546.380168
8059915,4338233395,2018-08-29T00:00:00,1101.0,,,CA,10.0,,TOYT,PU,GO,600 WINDSOR BLVD S,00442,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6464320.416312003,1845676.168255
8649846,4346154094,2018-12-26T00:00:00,1637.0,SC490,,CA,201903.0,,FORD,PA,SL,11201 VENTURA BL,00321,53.0,88.13B+,METER EXP.,63.0,6448443.169859,1874226.4787990001
1374311,4247450126,2015-01-19T00:00:00,859.0,,,CA,201505.0,,JEEP,TK,WT,11818 VERMONT AVE,00551,55.0,80.61,STANDNG IN ALLEY,68.0,99999.0,99999.0
6065277,4316437226,2017-09-26T00:00:00,1237.0,,,CA,201802.0,,CHEV,PA,BL,1125 W C ST,00564,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6478027.07462558,1739520.42992509
6113136,4317081392,2017-09-23T00:00:00,153.0,,,CA,201705.0,,FORD,PA,WT,16 64TH AVENUE,501R,51.0,5204A-,DISPLAY OF TABS,25.0,6424443.952282,1808571.861083
8504904,4344581290,2018-11-27T00:00:00,1313.0,SVV96,,CA,201909.0,,TOYT,PU,GY,1000 VERMONT AV N,00404,54.0,88.13B+,METER EXP.,63.0,6473334.276204,1841630.26513
3905055,4294325324,2016-10-07T00:00:00,1005.0,,,CA,9.0,,TOYT,PA,RD,3450 CASTALIA AVE,00631,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6508266.289251002,1853689.688648
6892592,4325215532,2018-02-09T00:00:00,407.0,,,CA,201812.0,,DODG,PA,GN,210 AVENUE 20 S,00600,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6495039.065501,1848817.089058
1340079,4250936211,2015-01-13T00:00:00,1402.0,,,CA,201412.0,,TOYT,PA,WT,9161 JORDAN AVE,00334,53.0,80.56E4+,RED ZONE,93.0,99999.0,99999.0
5553736,4311222156,2017-06-19T00:00:00,1356.0,,1144.0,CA,,,NISS,PA,SL,1501 IVAR AVENUE,00485,54.0,80.69C,PARKED OVER TIME LIMIT,58.0,6462120.7495559985,1858205.438872
940203,4284469615,2016-05-31T00:00:00,1022.0,,800.0,CA,201703.0,,NISS,PA,BK,10900 MAGNOLIA BLVD,00354,53.0,80.69C,PARKED OVER TIME LIM,58.0,6449869.0,1882599.0
7287557,4329719262,2018-04-05T00:00:00,1508.0,,,CA,201805.0,,TOYT,PA,BK,1730 CORINTH AVE,00111,51.0,80.56E1,WHITE ZONE,58.0,6425948.464317,1838818.933905
8464772,1121317735,2018-11-12T00:00:00,1815.0,,,CA,201902.0,,CHEV,PA,GY,1531 W KING BL,00001,1.0,225078A,HANDICAP/NO DP ID,363.0,99999.0,99999.0
5071950,4305943806,2017-04-14T00:00:00,1139.0,,,CA,201709.0,,HOND,PA,WT,2913 MARSH ST,00669,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6486801.607073002,1860893.2474080003
5312892,4308582062,2017-05-01T00:00:00,847.0,,,AZ,,,GMC,PU,WT,12012 MOORPARK ST,350R1,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6442301.978094,1877337.104442
3673065,4290619535,2016-08-27T00:00:00,1448.0,,,CA,9.0,,FORD,PA,BK,1700 CHEROKEE AVE,00473,54.0,80.56E2,YELLOW ZONE,58.0,6460327.1,1859514.2
27770,4272595795,2016-01-05T00:00:00,11.0,,,CA,201610.0,,FORD,PA,SL,800 N CHEROKEE AVE,00402,54.0,80.56E4+,RED ZONE,93.0,6460166.3,1853588.6
581274,4279555895,2016-04-03T00:00:00,1643.0,,,CA,201607.0,,HOND,PA,GO,1629 GRIFFITH PARK BLVD,00402,54.0,80.56E1,WHITE ZONE,58.0,6477533.3,1855919.2
8562432,4344197826,2018-12-10T00:00:00,827.0,,,CA,,,DODG,PA,WT,5756 4TH ST W,00476,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6456787.609293,1846901.9918139998
1740781,4255148483,2015-03-18T00:00:00,1241.0,WP8208,,CA,201505.0,,CHEV,PA,SL,36 WASHINGTON BLVD E,00112,51.0,88.13B+,METER EXP.,63.0,6516371.4,1883862.4
2434306,4263190481,2015-07-13T00:00:00,1116.0,,,CA,201605.0,,LEXS,PA,WT,7300 FRANKLIN AVE W,00488,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6456031.9,1860207.5
8028293,4337565444,2018-08-23T00:00:00,2224.0,37,,CA,,,BMW,PA,BK,7000 HAWTHORN AVE,00401,54.0,80.58L,PREFERENTIAL PARKING,68.0,6458312.39214,1859071.165548
1669865,4255284036,2015-03-08T00:00:00,1812.0,,,CA,201511.0,,FORD,PA,SL,11712 SAN VICENTE BLVD W,00111,51.0,80.56E1,WHITE ZONE,58.0,99999.0,99999.0
3995323,4295846914,2016-10-22T00:00:00,1853.0,53,,NC,201609.0,,FORD,PA,GY,720 DETROIT ST N,00401,54.0,80.58L,PREFERENTIAL PARKING,68.0,6457156.252215,1853066.622118
8001180,4338632900,2018-08-17T00:00:00,1426.0,,,CA,201902.0,,TOYT,PA,GO,8111 VENTURA CANYON AVE,378R1,53.0,22507.8A-,DISABLED PARKING/NO DP ID,363.0,6432061.179659,1902025.2034139999
4469476,1109897213,2017-01-20T00:00:00,1155.0,,,CA,201608.0,,NISS,PA,WH,EA WY/JEFFERSON BL,14A1,1.0,4000A1,NO EVIDENCE OF REG,50.0,99999.0,99999.0
3563534,4290596855,2016-08-10T00:00:00,1254.0,,,CA,201706.0,,DODG,PA,SL,1007 VINE ST N,00493,54.0,80.56E2,YELLOW ZONE,58.0,6462773.7,1854945.6
6359316,4319290091,2017-11-01T00:00:00,846.0,,,CA,201708.0,,HOND,PA,BK,3839 MARCASEL AVE,00136,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6432147.289544,1824751.4426740003
5775206,4313726524,2017-07-30T00:00:00,909.0,114,,CA,201712.0,,NISS,PA,SL,610 SYCAMORE AVE S,00407,54.0,80.58L,PREFERENTIAL PARKING,68.0,6457806.25109753,1846079.30128928
626520,4280473024,2016-04-11T00:00:00,1245.0,WV105,,CA,201701.0,,ACUR,PA,SL,1000 GAYLEY AV,00153,51.0,88.13B+,METER EXP.,63.0,6425985.2,1845233.3
2392028,4258893811,2015-07-07T00:00:00,1018.0,,,CA,201605.0,,TOYT,PA,GN,210 71ST ST E,00542,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
8631139,4345778533,2018-12-21T00:00:00,137.0,,,CA,201811.0,,VOLV,PA,BK,1801 TOBERMAN ST,00600,56.0,80.56E4+,RED ZONE,93.0,6477243.035081,1836596.338838
3617461,4291295260,2016-08-18T00:00:00,1052.0,,,CA,201702.0,,MITS,PA,SL,8833 DARBY AVE,00337,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6400385.7,1906919.8
7396387,4331303270,2018-04-23T00:00:00,1039.0,,,CA,201807.0,,FORD,PA,WT,300 MAIN ST,00132,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6416872.061018,1821320.736827
4100850,1112298202,2016-11-16T00:00:00,1009.0,,,CA,201705.0,,HOND,PA,SI,200 WORLD WY,1B8,2.0,8939,WHITE CURB,58.0,6439997.879048,1802686.409051
4503831,4299964093,2017-01-10T00:00:00,1236.0,,,CA,8.0,,HOND,PA,BL,1621 STANLEY AVE,00171,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6451781.634706,1839407.058749
1368440,4251172262,2015-01-15T00:00:00,911.0,,,CA,201411.0,,CHEV,PA,BG,12625 HATTERAS ST,00326,53.0,5204A-,DISPLAY OF TABS,25.0,99999.0,99999.0
4195582,4297119761,2016-11-23T00:00:00,810.0,HO495,,CA,201706.0,,FORD,PA,RD,6401 YUCCA ST W,00448,54.0,88.13B+,METER EXP.,63.0,6461862.326118,1860366.154762
7638588,4332725865,2018-06-10T00:00:00,1122.0,96,,CA,201812.0,,TOYT,PA,GY,1787 ORANGE DR N,00483,54.0,80.58L,PREFERENTIAL PARKING,68.0,6458210.6060919985,1860334.8963380002
5298449,4308415440,2017-05-09T00:00:00,1222.0,,,CA,201712.0,,JEEP,PA,GN,715 OGDEN DR S,00144,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6452785.1276440015,1845291.148171
3455363,4287806585,2016-07-22T00:00:00,828.0,,,CA,201705.0,,TOYT,PA,SL,4820 RIVERTON AVE,00356,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6450978.4,1880162.8
2847749,4266847222,2015-09-17T00:00:00,1352.0,,,CA,201606.0,,CHEV,VN,WT,1558 WEST 35TH STREET,535H,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
3241632,4271807186,2015-11-23T00:00:00,1023.0,,,TN,201607.0,,KIA,PA,RD,1118 ELECTRIC AVE,00132,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6419113.6,1819911.1
