,Ticket number,Issue Date,Issue time,Meter Id,Marked Time,RP State Plate,Plate Expiry Date,VIN,Make,Body Style,Color,Location,Route,Agency,Violation code,Violation Description,Fine amount,Latitude,Longitude
4036624,4318536692,2017-10-19T00:00:00,658.0,,,CA,201711.0,,DODG,VN,WT,776 CENTRAL AVE S,00686,56.0,80.69A+,STOP/STAND PROHIBIT,93.0,6488092.205476998,1834966.81952
7435164,4331023642,2018-05-03T00:00:00,2157.0,41,,CA,201804.0,,JEEP,PA,BK,201 DETROIT ST S,401B,54.0,80.58L,PREFERENTIAL PARKING,68.0,6457147.490194,1848414.4391299998
8104894,4339519516,2018-09-09T00:00:00,2129.0,81,,CA,201809.0,,CHEV,PA,WT,11400 WOODBRIDGE ST,00315,53.0,80.58L,PREFERENTIAL PARKING,68.0,6447001.732543,1876661.0511689999
638803,1112172051,2016-04-05T00:00:00,1715.0,,,CA,201608.0,,AUDI,PA,GY,400 WORLD WAY U/L,3C212,2.0,8939,WHITE CURB,58.0,6439911.5,1802686.8
6113403,4317084085,2017-09-13T00:00:00,1005.0,,,CA,,,TOYT,PA,GY,1414 HOBART BLVD N,00444,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6469141.8901809985,1857773.142637
769687,4281237181,2016-05-04T00:00:00,1041.0,34,,CA,201606.0,,TOYT,PA,BK,6300 ORANGE ST,00474,54.0,80.58L,PREFERENTIAL PARKING,68.0,6451091.3,1846036.9
3452090,4285372092,2016-07-22T00:00:00,1103.0,,,CA,201703.0,,NISS,PA,WT,600 7TH ST E,00667,56.0,80.56E4+,RED ZONE,93.0,6483937.0,1839691.5
8132630,4339766550,2018-09-13T00:00:00,1808.0,EN215,,CA,201901.0,,LEXS,PA,SL,16700 LA MAIDA ST,00310,53.0,88.13B+,METER EXP.,63.0,6411278.794632,1881363.1502509997
4049510,4325770514,2018-02-02T00:00:00,107.0,,,CA,201811.0,,BMW,PA,SL,515 6TH ST E,00600,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6484621.671032,1839998.256479
8437814,4342819235,2018-11-13T00:00:00,925.0,,,CA,201812.0,,CHEV,PA,WT,1325 SIERRA BONITA AVE N,00453,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6454517.981675,1857097.0987520001
7109669,4327861591,2018-03-09T00:00:00,1656.0,,,CA,201808.0,,MERZ,PA,WT,3901 VANTAGE AV,00315,53.0,5200,DISPLAY OF PLATES,25.0,6441665.159192,1873844.510905
22115,4273671220,2016-01-04T00:00:00,1046.0,,,CA,201602.0,,TOYT,PA,GY,251 109TH ST E,00555,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
1943593,4256746174,2015-04-23T00:00:00,1950.0,,,CA,201510.0,,CHEV,PU,WT,1043 W  13TH ST,00500,55.0,80.69.2,COMM VEH OVER TIME L,103.0,99999.0,99999.0
5127016,4306683636,2017-04-19T00:00:00,1348.0,,,CA,201612.0,,MERZ,PA,GO,728 116TH PL E,00500,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6474412.837296,1796332.865613
475406,4278628535,2016-03-16T00:00:00,13.0,,,WA,201609.0,,JEEP,PA,BL,1110 NORTH ORANGE DRIVE,00401,54.0,80.69B,NO PARKING,73.0,6458238.3,1855635.8
4388,4273687261,2015-12-30T00:00:00,1347.0,VH70,,CA,201512.0,,TOYT,PA,BK,1800 VERMONT AV N,00449,54.0,88.13B+,METER EXP.,63.0,6473338.2,1860210.6
1240630,4246650796,2014-11-01T00:00:00,2300.0,WV121,,CA,201503.0,NOT VISIBLE,LEXS,PA,GY,2297 WEYBURN AVENUE,00108,51.0,88.03A,OUTSIDE LINES/METER,58.0,99999.0,99999.0
8168980,4339883671,2018-09-21T00:00:00,1756.0,,,CA,201807.0,,MERZ,PA,SL,2228 CARMELINA AVE,201,51.0,5204A-,DISPLAY OF TABS,25.0,6423657.1109489985,1833696.1102139999
1561592,4253644172,2015-02-18T00:00:00,1019.0,PR754,,CA,201503.0,,CHRY,PA,SL,1401 HI POINT ST,00172,51.0,88.13B+,METER EXP.,63.0,6450011.1,1841457.2
3847110,4294359985,2016-09-27T00:00:00,2343.0,,,CA,201611.0,,TOYT,PA,MR,927 NORTH EDINBURGH AVENUE,00401,54.0,5200,DISPLAY OF PLATES,25.0,6451521.5,1854460.1
3700141,4293010245,2016-09-05T00:00:00,816.0,,,CA,,,CHEV,PA,GY,3432 71ST ST W,00500,55.0,5204A-,DISPLAY OF TABS,25.0,6461050.7,1813689.6
8623961,4345654143,2018-12-20T00:00:00,1006.0,,,CA,201906.0,,VOLK,PA,WT,5127 TEMPLETON ST,00633,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6509825.0474970015,1852911.659089
4747445,4302825100,2017-02-14T00:00:00,2138.0,36,,CA,201703.0,,INFI,PA,WT,724 DUNSMUIR AVE,00205,51.0,80.58L,PREFERENTIAL PARKING,68.0,6456136.588848,1845073.83394
4622412,4301725256,2017-01-25T00:00:00,1208.0,,,CA,201609.0,,TOYT,PA,BL,1504 WILTON PL,00174,51.0,5204A-,DISPLAY OF TABS,25.0,6466401.617708,1839013.070854
5078727,4306059634,2017-04-14T00:00:00,1218.0,,,CA,201706.0,,TOYT,PA,BK,1818 PELHAM AVE,00107,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6430893.4292589985,1841472.968531
3605626,4292291194,2016-08-16T00:00:00,2208.0,,,CA,201703.0,,AUDI,PA,BK,644 ARDMORE AVE S,00402,54.0,80.66.1D,RESTRICTED TAXI ZONE,68.0,6470312.2,1852626.9
3056801,4269488031,2015-10-22T00:00:00,721.0,,,CA,201601.0,,LEXS,PA,BG,4658 MELROSE AVE W,00402,54.0,80.69AA+,NO STOP/STAND,93.0,99999.0,99999.0
6560367,4322029563,2017-12-12T00:00:00,655.0,,,CA,201808.0,,JEEP,PA,BK,1466 SHENANDOAH ST,506A,51.0,22502A,18 IN. CURB/2 WAY,63.0,6446014.200174,1841764.813664
6252093,4318442645,2017-10-10T00:00:00,2044.0,,,CA,201712.0,,HOND,PA,GY,1200 5TH ST E,00600,56.0,80.69B,NO PARKING,73.0,6483074.280859,1842164.73166
774019,4282344102,2016-05-04T00:00:00,931.0,,,CA,201606.0,,ACUR,PA,BK,500 S MOLINO ST,00666,56.0,80.56E2,YELLOW ZONE,58.0,6490786.0,1837761.7
8279253,4340871533,2018-10-15T00:00:00,1209.0,,,CA,201902.0,,TOYT,PA,BL,108 LARCHMONT BLVD S,00460,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,6463689.9895089995,1849057.9189
4572694,4301043143,2017-01-17T00:00:00,1209.0,,,CA,5.0,,TOYT,PA,GY,6320 COMMODORE SLOAT DR,00301,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6450211.677098,1844457.279879
7832899,4336096354,2018-07-16T00:00:00,1628.0,,,CA,201805.0,,DODG,PU,GN,1344 FLOWER ST S,00610,56.0,22500F,PARKED ON SIDEWALK,68.0,6480682.361095,1836796.7023770001
6849493,4325381082,2018-01-23T00:00:00,813.0,,,CA,201711.0,,VOLK,PA,WT,1220 27TH ST W,00536,55.0,5204A-,DISPLAY OF TABS,25.0,6469569.385314,1720648.021571
3621455,4290151773,2016-08-19T00:00:00,1139.0,CB2226,,CA,,,TOYT,PA,BK,700 SAN JULIAN ST S,00662,56.0,88.13B+,METER EXP.,63.0,6486038.3,1836821.4
5516271,4310693800,2017-06-12T00:00:00,1336.0,,,NV,,,GMC,PA,SL,14429 HATTERAS ST,360R1,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6426326.414292,1886640.339052
757219,4282321514,2016-05-02T00:00:00,808.0,,,CA,201609.0,,LEXS,PA,WT,1001 MIGNONETTE STREET,645A,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6485236.9,1844286.0
5248746,4307605201,2017-05-01T00:00:00,1322.0,,,CA,201801.0,,GRUM,CM,BN,820 3RD ST E,00641,56.0,21211B,BLK BIKE PATH OR LANE,93.0,6484823.9375760015,1842296.560839
4324938,4298339264,2016-12-01T00:00:00,1814.0,BH55,,CA,201708.0,,HYUN,PA,BK,2323 CESAR E CHAVEZ AV E,00600,56.0,88.13B+,METER EXP.,63.0,6498448.128132,1839626.751091
6138435,4317568371,2017-09-22T00:00:00,910.0,,,CA,201807.0,,BMW,PA,SL,11824 DARLINGTON AVE,00185,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6420437.219949,1841245.290559
2793428,4266072355,2015-09-09T00:00:00,830.0,,,CA,10.0,,CHEV,TK,OR,5442 W LEMON GROVE AVE,00443,54.0,80.69BS,NO PARK/STREET CLEAN,73.0,99999.0,99999.0
3831265,4294098933,2016-09-26T00:00:00,1914.0,37,,CA,201706.0,,TOYT,PU,RD,1633 ORANGE DR N,00402,54.0,80.58L,PREFERENTIAL PARKING,68.0,6458312.4,1859071.2
765877,4282401620,2016-05-03T00:00:00,816.0,,,CA,5.0,,BMW,PA,SL,13905 MILBANK STREET,00367,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6429862.2,1878354.0
252902,4276698742,2016-02-09T00:00:00,1032.0,,,CA,201609.0,,TOYT,PA,GY,340 MAIN ST,00133,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6417111.2,1820960.9
1585586,4253487501,2015-02-23T00:00:00,1022.0,,815.0,CA,201512.0,,CHEV,PA,GY,5246 RIVERTON AVE,00352,53.0,80.69C,PARKED OVER TIME LIM,58.0,6451151.2,1882899.1
7968763,4338125470,2018-08-11T00:00:00,1223.0,,,NJ,201903.0,,KIA,PA,BK,5951 COLDWATER CANYON AVE,360R2,53.0,80.69AP+,NO STOP/STANDING,93.0,99999.0,99999.0
671619,4281820406,2016-04-18T00:00:00,1153.0,,,CA,201602.0,,MAZD,PA,SL,1720 FULLER AVE N,00483,54.0,5204A-,DISPLAY OF TABS,25.0,6456029.1,1859682.7
6909491,4325601066,2018-02-07T00:00:00,213.0,,,CA,201809.0,,NISS,PA,BK,421 BURLINGTON AVE S,00600,56.0,80.56E4+,RED ZONE,93.0,6479884.037256,1844183.068394
7440596,4329628645,2018-05-06T00:00:00,1355.0,,,CA,201810.0,,VOLK,PA,GY,6543 VINELAND AVE,350R1,53.0,80.61,STANDNG IN ALLEY,68.0,6449676.763733001,1891128.650378
4171980,4296802473,2016-11-15T00:00:00,1359.0,,,CA,201705.0,,JEEP,PA,GY,1754 OGDEN DR,00184,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6450614.454813,1838612.14487
5693046,4312484455,2017-07-09T00:00:00,1525.0,,,CA,201703.0,,LEXS,PA,BL,800 MAIN ST N,00600,56.0,5204A-,DISPLAY OF TABS,25.0,6484965.513965,1838030.500545
2642288,4264632175,2015-08-14T00:00:00,1011.0,LC453,,CA,201509.0,,FORD,PA,WT,8401 MELROSE PL,00493,54.0,88.13B+,METER EXP.,63.0,6448674.9,1853029.0
5228138,4306669695,2017-05-04T00:00:00,1053.0,,,CA,201712.0,,ACUR,PA,GN,1804 11TH ST W,00678,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6477573.1255330015,1840275.895745
2993574,4267921453,2015-10-13T00:00:00,1943.0,,,CA,201506.0,,VOLK,PA,BK,631 SOUTH RIDGELEY DRIVE,00471,54.0,5204A-,DISPLAY OF TABS,25.0,6455545.5,1845886.1
3048320,4269251405,2015-10-21T00:00:00,211.0,,,CA,201508.0,,TOYT,PU,BL,3205 MOTOR AVE,00118,51.0,80.69B,NO PARKING,73.0,6437111.1,1833757.8
7520061,4332620762,2018-05-18T00:00:00,1321.0,SS16568,,CA,,,AUDI,PA,BK,1615 COLBY AVE,00155,51.0,88.63B+,OFF STR/OVERTIME/MTR,58.0,6424540.821932,1839012.8689950001
1012549,4285978200,2016-06-12T00:00:00,131.0,,,CA,201703.0,,LEXS,PA,RD,3401 MENTONE AVENUE,00501,51.0,22500E,BLOCKING DRIVEWAY,68.0,6437254.5,1832503.6
2236630,4260924345,2015-06-10T00:00:00,1141.0,ED233,,MX,,,NISS,PA,WT,754 12TH ST E,00600,56.0,88.13B+,METER EXP.,63.0,6485408.8,1834446.4
656856,4280237076,2016-04-15T00:00:00,1233.0,,,CA,1.0,,OTHR,CM,BN,800 6TH ST W,00656,56.0,80.69A+,STOP/STAND PROHIBIT,93.0,6483689.4,1840726.8
5812810,4312997673,2017-08-01T00:00:00,1051.0,30,,NV,201806.0,,INFI,PA,SL,721 ALFRED ST N,00482,54.0,80.58L,PREFERENTIAL PARKING,68.0,6448035.436969,1853148.021175
2966046,4267870843,2015-10-07T00:00:00,1231.0,,,CA,11.0,,TOYT,PU,BK,1263 WESTCHESTER PL,00171,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6465172.2,1840009.8
2552967,4263979661,2015-07-31T00:00:00,834.0,,,CA,201604.0,,AUDI,PA,WT,1701 PURDUE AVE,00153,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6425545.6,1838772.7
